ID	other_names	genome_data	library_prep	geographical_origin	ecological_origin	substrate	ecology_category	monosporic_derivative	ploidyFACS	ploidyBAF	aneuploidy_BAF	aneuploidy_RD	aneuploidy_binary	aneuploidy_type	RD_aneuploidy	Contaminated	Chr_end_bias	High_var	basename	avg_cov	population_old	pop_summary	population_new	heterozygosity	reference	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	ploidyCons	aneuploidy_num	lineage
MAUF2	NA	PRJNA680387	NA	Quatre Bornes, Mauritius	Mango Juice	NA	Fruit	No	NA	2	No	No	No	No	No	No	No	No	MAUF2	273.6037659	Mauritius/South Africa	Mauritius/South Africa	NA	0.002378399	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	South Africa
MAUN3	NA	PRJNA680387	NA	Casela, Mauritius	Dracaema reflexa (tree)	NA	Tree	No	NA	2	No	No	No	No	No	No	Chr12	No	MAUN3	215.3397171	Mauritius/South Africa	Mauritius/South Africa	NA	0.002589378	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	South Africa
MAUN4	NA	PRJNA680387	NA	Casela, China	Cassine orientalis	NA	Tree	No	NA	2	+1@14	+1@14	Yes	Gain	Yes	No	Chr12	No	MAUN4	221.6327758	Mixed 1	Mixed 1	NA	0.000955624	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	+1	NA	NA	2	1	Asian Ferm.
NIGF2	NA	PRJNA680387	NA	AKURE, Nigeria	BURUKUTU	NA	Fermentation	No	NA	2	No	No	No	No	No	No	Yes	No	NIGF2	266.1708125	West African Beer	West African Beer	NA	0.001826722	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	African Beer
NIGF3	NA	PRJNA680387	NA	AKURE, Nigeria	Palm wine	NA	Fermentation	No	NA	2	No	No	No	No	No	No	No	No	NIGF3	348.0234372	African_Palm_Wine	African_Palm_Wine	NA	0.000914143	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	African Wine
NIGF5	NA	PRJNA680387	NA	AKURE, Nigeria	BURUKUTU	NA	Fermentation	No	NA	2	No	No	No	No	No	No	Yes	No	NIGF5	307.0215598	West African Beer	West African Beer	NA	0.001336715	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	African Beer
NIGF7	NA	PRJNA680387	NA	OMUO-ARAN, Nigeria	Palm wine	NA	Fermentation	No	NA	2	No	No	No	No	No	0.03	Yes	No	NIGF7	315.5108095	African_Palm_Wine	African_Palm_Wine	NA	0.001948163	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	African Wine
NIGF8	NA	PRJNA680387	NA	OMUO-ARAN, Nigeria	Palm wine	NA	Fermentation	No	NA	2	No	No	No	No	No	0.03	Chr12	No	NIGF8	254.1433625	African_Palm_Wine	African_Palm_Wine	NA	0.001236255	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	African Wine
NIGN9	NA	PRJNA680387	NA	ADO EKITI, Nigeria	SWEET POTATO	NA	Fruit	No	NA	2	No	No	No	No	No	0.03	Chr12	No	NIGN9	245.1804425	African_Palm_Wine	African_Palm_Wine	NA	0.001408201	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	African Wine
SAF26	NA	PRJNA680387	NA	Eastern Cape, South Africa	sorghum beer	NA	Beer	No	NA	2	+1@4	+1@4	Yes	Gain	Yes	0.05	Chr12	No	SAF26	259.9988072	Mosaic 4 (South Africa)	Mosaic 4 (South Africa)	NA	0.005144451	Han_et_al_2021	NA	NA	NA	+1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	Mosaic
SAF27	NA	PRJNA680387	NA	Eastern Cape, South Africa	Milk	NA	Dairy	No	NA	2	No	No	No	No	No	No	Chr12	No	SAF27	227.0259776	Mixed 1	Mixed 1	NA	0.000945137	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Asian Ferm.
SAF28	NA	PRJNA680387	NA	Eastern Cape, South Africa	Milk	NA	Dairy	No	NA	2	No	No	No	No	No	No	No	No	SAF28	242.5185203	Mixed 1	Mixed 1	NA	0.000943536	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Asian Ferm.
SAF29	NA	PRJNA680387	NA	Eastern Cape, South Africa	Milk	NA	Dairy	No	NA	2	No	No	No	No	No	0.03	No	No	SAF29	337.748227	Mixed 1	Mixed 1	NA	0.000881237	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Asian Ferm.
SAN10	NA	PRJNA680387	NA	Tshikweta, Limpopo province, South Africa	Lychee tree	NA	Tree	No	NA	2	No	No	No	No	No	0.03	Yes	No	SAN10	299.6636529	Mosaic 5 (South Africa)	Mosaic 5 (South Africa)	NA	0.005347707	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Mosaic
SAN14	NA	PRJNA680387	NA	Tshikweta, Limpopo province, South Africa	Avocado(tree)	NA	Tree	No	NA	2	No	No	No	No	No	0.03	Yes	No	SAN14	220.6108553	South African Beer	South African Beer	NA	0.00266493	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	African Beer
SAN15	NA	PRJNA680387	NA	Tshikweta, Limpopo province, South Africa	Guava tree	NA	Tree	No	NA	2	No	No	No	No	No	0.03	Yes	No	SAN15	319.756519	South African Beer	South African Beer	NA	0.002741256	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	African Beer
SAN16	NA	PRJNA680387	NA	Tshikweta, Limpopo province, South Africa	Guava tree	NA	Tree	No	NA	2	No	No	No	No	No	No	Chr12	No	SAN16	226.3602335	South African Beer	South African Beer	NA	0.0027201	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	African Beer
SAN17	NA	PRJNA680387	NA	Tshikweta, Limpopo province, South Africa	Guava tree	NA	Tree	No	NA	2	No	No	No	No	No	0.03	No	No	SAN17	284.90133	South African Beer	South African Beer	NA	0.002740509	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	African Beer
SAN18	NA	PRJNA680387	NA	Tshikweta, Limpopo province, South Africa	Guava tree	NA	Tree	No	NA	2	No	No	No	No	No	0.03	Yes	No	SAN18	303.6954037	South African Beer	South African Beer	NA	0.002732434	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	African Beer
SAN19	NA	PRJNA680387	NA	Tshikweta, Limpopo province, South Africa	Guava tree	NA	Tree	No	NA	2	No	No	No	No	No	0.05	Yes	No	SAN19	280.0038231	South African Beer	South African Beer	NA	0.002758003	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	African Beer
SAN20	NA	PRJNA680387	NA	Limpopo province, South Africa	Mavhunda(tree)	NA	Tree	No	NA	2	No	No	No	No	No	No	No	No	SAN20	274.5353971	Mosaic 4 (South Africa)	Mosaic 4 (South Africa)	NA	0.005470299	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Mosaic
SAN21	NA	PRJNA680387	NA	Limpopo province, South Africa	Mavhunda(tree)	NA	Tree	No	NA	2	No	No	No	No	No	No	Chr12	No	SAN21	255.4294039	Mosaic 5 (South Africa)	Mosaic 5 (South Africa)	NA	0.00545766	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Mosaic
SAN23	NA	PRJNA680387	NA	Limpopo province, South Africa	Muhuyu(tree)	NA	Tree	No	NA	2	No	No	No	No	No	0.03	Chr12	No	SAN23	250.2725256	South African Beer	South African Beer	NA	0.002719244	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	African Beer
SAN24	NA	PRJNA680387	NA	Western Cape, South Africa	Oak tree	NA	Tree	No	NA	2	No	No	No	No	No	0.05	Chr12	No	SAN24	218.1224614	wine/European	wine/European	NA	0.000879842	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
SAN30	NA	PRJNA680387	NA	South Africa	Tree	NA	Tree	No	NA	2	No	No	No	No	No	No	Yes	No	SAN30	221.6766021	Mixed 1	Mixed 1	NA	0.002010124	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Asian Ferm.
SAN31	NA	PRJNA680387	NA	South Africa	Tree	NA	Tree	No	NA	2	No	No	No	No	No	0.05	Yes	No	SAN31	275.7425023	Mixed 1	Mixed 1	NA	0.001768481	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Asian Ferm.
SAN32	NA	PRJNA680387	NA	South Africa	Tree	NA	Tree	No	NA	2	No	No	No	No	No	0.03	No	No	SAN32	262.2185812	Mixed 1	Mixed 1	NA	0.001973893	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Asian Ferm.
SAN33	NA	PRJNA680387	NA	South Africa	Tree	NA	Tree	No	NA	2	No	No	No	No	No	0.03	Yes	No	SAN33	278.6737519	Mixed 1	Mixed 1	NA	0.001709912	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Asian Ferm.
SAN8	NA	PRJNA680387	NA	Tshikweta Limpopo province, South Africa	Lychee tree	NA	Tree	No	NA	2	No	No	No	No	No	0.05	Chr12	No	SAN8	175.2185937	Mauritius/South Africa	Mauritius/South Africa	NA	0.002006466	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	South Africa
SAN9	NA	PRJNA680387	NA	Tshikweta Limpopo province, South Africa	Lychee tree	NA	Tree	No	NA	2	No	No	No	No	No	No	Chr12	No	SAN9	311.7158941	Mauritius/South Africa	Mauritius/South Africa	NA	0.002365027	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	South Africa
SCN1	NA	PRJNA680387	NA	Luzhou,Sichuan, China	Fermented sorghum grain	NA	SSF	No	NA	2	No	No	No	No	No	No	Chr12	No	SCN1	267.5527571	Baijiu	Baijiu	NA	0.001349841	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Asian Ferm.
SCN2	NA	PRJNA680387	NA	Luzhou, Sichuan, China	Daqu (starter) of Baijiu (Chinese liquor)	NA	SSF	No	NA	2	No	No	No	No	No	No	Chr12	No	SCN2	248.6944855	Daqu/Baijiu	Daqu/Baijiu	NA	0.002024626	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Asian Ferm.
SCN3	NA	PRJNA680387	NA	Luzhou,Sichuan, China	Fermented sorghum grain	NA	SSF	No	NA	2	No	No	No	No	No	No	Chr12	No	SCN3	268.1495226	Baijiu	Baijiu	NA	0.001176842	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Asian Ferm.
SCN4	NA	PRJNA680387	NA	Luzhou,Sichuan, China	Fermented sorghum grain	NA	SSF	No	NA	2	No	No	No	No	No	No	Chr12	No	SCN4	269.8224931	Baijiu	Baijiu	NA	0.001545847	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Asian Ferm.
SCN5	NA	PRJNA680387	NA	Luzhou,Sichuan, China	Fermented sorghum grain	NA	SSF	No	NA	2	No	No	No	No	No	No	Chr12	No	SCN5	278.1989678	Baijiu	Baijiu	NA	0.00116689	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Asian Ferm.
SCN6	NA	PRJNA680387	NA	Luzhou, Sichuan, China	Daqu (starter) of Baijiu (Chinese liquor)	NA	SSF	No	NA	2	No	No	No	No	No	No	Yes	No	SCN6	252.6328647	Daqu/Baijiu	Daqu/Baijiu	NA	0.002223888	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Asian Ferm.
SCN7	NA	PRJNA680387	NA	Luzhou, Sichuan, China	Daqu (starter) of Baijiu (Chinese liquor)	NA	SSF	No	NA	2	No	No	No	No	No	No	Chr12	No	SCN7	323.7092267	Daqu/Baijiu	Daqu/Baijiu	NA	0.002229093	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Asian Ferm.
SCN8	NA	PRJNA680387	NA	Luzhou, Sichuan, China	Daqu (starter) of Baijiu (Chinese liquor)	NA	SSF	No	NA	2	No	No	No	No	No	No	Yes	No	SCN8	302.6192441	Daqu/Baijiu	Daqu/Baijiu	NA	0.001826116	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Asian Ferm.
SCN9	NA	PRJNA680387	NA	Luzhou,Sichuan, China	Daqu (starter) of Baijiu (Chinese liquor)	NA	SSF	No	NA	2	No	No	No	No	No	No	No	No	SCN9	283.0302083	Mixed 1	Mixed 1	NA	0.00169494	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Asian Ferm.
SDN1	NA	PRJNA680387	NA	Shandong, China	Fermented sorghum grain	NA	SSF	No	NA	2	No	No	No	No	No	No	No	No	SDN1	277.2634074	Huangjiu	Huangjiu	NA	0.000744907	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Asian Ferm.
SDU1	NA	PRJNA680387	NA	Shandong, China	Fermented sorghum grain	NA	SSF	No	NA	2	No	No	No	No	No	No	Chr12	No	SDU1	237.0025733	Huangjiu	Huangjiu	NA	0.000675891	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Asian Ferm.
SXQ1	NA	PRJNA680387	NA	Xinghuacun,Shanxi, China	Daqu (starter) of Baijiu (Chinese liquor)	NA	SSF	No	NA	2	No	No	No	No	No	No	No	No	SXQ1	274.3109911	Mixed 1	Mixed 1	NA	0.002015808	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Asian Ferm.
SXQ10	NA	PRJNA680387	NA	Xinghuacun,Shanxi, China	Fermented sorghum grain	NA	SSF	No	NA	2	No	No	No	No	No	No	No	No	SXQ10	323.0306262	Baijiu	Baijiu	NA	0.001405117	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Asian Ferm.
SXQ2	NA	PRJNA680387	NA	Xinghuacun,Shanxi, China	Daqu (starter) of Baijiu (Chinese liquor)	NA	SSF	No	NA	2	+1@14	+1@14	Yes	Gain	Yes	No	No	No	SXQ2	229.7303435	Mixed 1	Mixed 1	NA	0.002269088	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	+1	NA	NA	2	1	Asian Ferm.
SXQ3	NA	PRJNA680387	NA	Xinghuacun,Shanxi, China	Fermented sorghum grain	NA	SSF	No	NA	2	No	No	No	No	No	No	No	No	SXQ3	222.7079954	Baijiu	Baijiu	NA	0.002024593	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Asian Ferm.
SXQ4	NA	PRJNA680387	NA	Xinghuacun,Shanxi, China	Fermented sorghum grain	NA	SSF	No	NA	2	No	No	No	No	No	No	Chr12	No	SXQ4	147.9207844	Baijiu	Baijiu	NA	0.00166545	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Asian Ferm.
SXQ7	NA	PRJNA680387	NA	Xinghuacun,Shanxi, China	Fermented sorghum grain	NA	SSF	No	NA	2	+1@9	+1@9	Yes	Gain	Yes	No	Yes	No	SXQ7	218.9327551	Mixed 1	Mixed 1	NA	0.002079075	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	+1	NA	NA	NA	NA	NA	NA	NA	2	1	Asian Ferm.
SXQ9	NA	PRJNA680387	NA	Xinghuacun,Shanxi, China	Fermented sorghum grain	NA	SSF	No	NA	2	No	No	No	No	No	No	Chr12	No	SXQ9	237.8169956	Baijiu	Baijiu	NA	0.002139593	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Asian Ferm.
XJN1	NA	PRJNA680387	NA	Eehe,Xinjiang, China	Fermented sorghum grain	NA	SSF	No	NA	2	No	No	No	No	No	No	Yes	No	XJN1	261.8134835	Baijiu	Baijiu	NA	0.001179816	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Asian Ferm.
XJN2	NA	PRJNA680387	NA	Tachang,Xinjiang, China	Fermented sorghum grain	NA	SSF	No	NA	2	No	No	No	No	No	No	Chr12	No	XJN2	223.6293822	Huangjiu	Huangjiu	NA	0.00071909	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Asian Ferm.
XJN3	NA	PRJNA680387	NA	Qitai,Xinjiang, China	Fermented sorghum grain	NA	SSF	No	NA	2	No	No	No	No	No	No	No	No	XJN3	270.6557275	Baijiu	Baijiu	NA	0.001741356	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Asian Ferm.
ZJH1	NA	PRJNA680387	NA	Shaoxing,Zhejiang, China	Fermenting rice	NA	SSF	No	NA	2	No	No	No	No	No	No	No	No	ZJH1	279.0627135	Huangjiu	Huangjiu	NA	0.000662959	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Asian Ferm.
ZJH6	NA	PRJNA680387	NA	Shaoxing,Zhejiang, China	Fermenting rice	NA	SSF	No	NA	2	No	No	No	No	No	No	Yes	No	ZJH6	242.367654	Huangjiu	Huangjiu	NA	0.000622827	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Asian Ferm.
ZJH7	NA	PRJNA680387	NA	Shaoxing, Zhejiang, China	Fermenting rice	NA	SSF	No	NA	2	No	No	No	No	No	No	Yes	No	ZJH7	244.7682448	Huangjiu	Huangjiu	NA	0.001343669	Han_et_al_2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Asian Ferm.
AN1f.2.1	DBP62	NA	NA	Agios_Nikolaos_Greece	fig	NA	Fruit	No	NA	2	No	No	No	No	No	No	No	Yes	AN1f.2.1	99	NA	NA	TBD	0.002421161	Our_Data	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Mosaic
AN3e.1.1	DBP60	NA	NA	Agios_Nikolaos_Greece	fig	NA	Fruit	No	NA	2	No	No	No	No	No	No	No	No	AN3e.1.1	62	NA	NA	TBD	0.003387478	Our_Data	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Mosaic
DAVAUXa.1	DBAK25	NA	NA	Davenport_Vineyard_UK	must	NA	Wine	No	NA	2	No	No	No	No	No	0.03	No	No	DAVAUXa.1	99	NA	NA	TBD	0.000460083	Our_Data	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DAVAUXb.1	DBAK35	NA	NA	Davenport_Vineyard_UK	must	NA	Wine	No	NA	2	No	No	No	No	No	0.01	No	No	DAVAUXb.1	84	NA	NA	TBD	0.001628545	Our_Data	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
PLU11a.1	DBAI24	NA	NA	Davenport_Vineyard_UK	vinebark	NA	Wine	No	NA	2	+3@13	No	No	No	No	0.05	No	Yes	PLU11a.1	128	NA	NA	TBD	0.00166812	Our_Data	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
PLU12a.1	DBAI26	NA	NA	Davenport_Vineyard_UK	vinebark	NA	Wine	No	NA	2	No	No	No	No	No	No	No	No	PLU12a.1	52	NA	NA	TBD	0.001686269	Our_Data	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
PLU15b.1	DBAI32	NA	NA	Davenport_Vineyard_UK	vinebark	NA	Wine	No	NA	2	No	No	No	No	No	0.03	No	No	PLU15b.1	55	NA	NA	TBD	0.001737152	Our_Data	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
PLU17a.1	DBAI34	NA	NA	Davenport_Vineyard_UK	vinebark	NA	Wine	No	NA	2	No	No	No	No	No	0.05	No	No	PLU17a.1	64	NA	NA	TBD	0.001669042	Our_Data	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
PLU19b.1	DBAI36	NA	NA	Davenport_Vineyard_UK	vinebark	NA	Wine	No	NA	2	No	No	No	No	No	0.05	No	Yes	PLU19b.1	33	NA	NA	TBD	0.000753173	Our_Data	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
PLU22a.1	DBAI19	NA	NA	Davenport_Vineyard_UK	grape	NA	Fruit	No	NA	2	+3@14	No	No	No	No	0.05	No	No	PLU22a.1	55	NA	NA	TBD	0.001709446	Our_Data	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
PLU28a.1	DBAJ45	NA	NA	Davenport_Vineyard_UK	must	NA	Wine	No	NA	2	No	No	No	No	No	0.05	No	No	PLU28a.1	57	NA	NA	TBD	0.000443995	Our_Data	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
PLU28b.1	DBAJ47	NA	NA	Davenport_Vineyard_UK	must	NA	Wine	No	NA	2	No	No	No	No	No	0.03	No	Yes	PLU28b.1	69	NA	NA	TBD	0.00171052	Our_Data	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
PLU29a.1	DBAJ49	NA	NA	Davenport_Vineyard_UK	must	NA	Wine	No	NA	2	No	No	No	No	No	0.03	No	No	PLU29a.1	133	NA	NA	TBD	0.001871212	Our_Data	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
SON4c.1	DBV25	NA	NA	Sonim_Portugal	figbark	NA	Fruit	No	NA	2	No	No	No	No	No	0.05	No	Yes	SON4c.1	35	NA	NA	TBD	0.000537669	Our_Data	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
#03	NA	ERP014555	NA	Israel	Nature	Evolution_canyon	NA	No	2	2	No	No	No	No	No	No	No	No	03	NA	8._Mixed_origin_	8._Mixed_origin_	TBD	0.000821943	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Mixed Origin
9-Jan	1_9	ERP014555	NA	Georgia	Wine	Wine_conserved_in_amphora	Wine	No	2	2	No	No	No	No	No	No	Yes	No	1_9	236	1._Wine/European_(subclade_4)	1._Wine/European_	TBD	0.00054677	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
18-Nov	11_18	ERP014555	NA	Georgia	Wine	Wine_conserved_in_amphora	Wine	No	2	2	No	No	No	No	No	No	Yes	No	11_18	268	1._Wine/European_(subclade_4)	1._Wine/European_	TBD	0.000519357	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
2-Nov	11_2	ERP014555	NA	Georgia	Wine	Wine_conserved_in_amphora	Wine	No	2	2	No	No	No	No	No	No	Yes	No	11_2	292	1._Wine/European_(subclade_4)	1._Wine/European_	TBD	0.000384552	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
8-Nov	11_8	ERP014555	NA	Georgia	Wine	Wine_conserved_in_amphora	Wine	No	2	2	No	No	No	No	No	No	No	No	11_8	264	1._Wine/European_(subclade_4)	1._Wine/European_	TBD	0.000533473	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
1175	1175	ERP014555	NA	NA	Beer	Spoiled_beer	Beer	No	2	2	+1@8	+1@8	Yes	Gain	Yes	0.03	No	No	1175	233	7._Mosaic_beer_	7._Mosaic_beer_	TBD	0.00088597	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	+1	NA	NA	NA	NA	NA	NA	NA	NA	2	1	Ale Beer
1216	1216	ERP014555	NA	El_Sauzal_Tenerife_Spain	Unknown	Unknown	NA	No	2	2	No	+1@1	Yes	Gain	Yes	No	No	No	1216	242	1._Wine/European_	1._Wine/European_	TBD	0.000200133	Peter_et_al_2018	+1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	Wine
1235	1235	ERP014555	NA	Guimar_Tenerife_Spain	Unknown	Unknown	NA	No	2	2	+1@2,4,8,9,12,15	+1@2,4,8,9,12,15	Yes	Gain	Yes	No	No	No	1235	327	1._Wine/European_	1._Wine/European_	TBD	0.000689793	Peter_et_al_2018	NA	+1	NA	+1	NA	NA	NA	+1	+1	NA	NA	+1	NA	NA	+1	NA	2	1	Wine
#13	#13	ERP014555	NA	Israel	Nature	Evolution_canyon	NA	No	2	2	No	No	No	No	No	No	Yes	No	13	228	M2._Mosaic_region_2	Mosaics	TBD	0.001449365	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Israel
